YEAR,ST,MODE_FX,AREA_X,ID_CODE,SUB_REG,WAVE,kod,SP_CODE,imp_rec,LNGTH,WGT,lngth_imp,wgt_imp,month,strat_id,psu_id,common,wp_size,l_in_bin,l_cm_bin,VAR_ID,ARX_METHOD,ALT_FLAG,date_published
2021,12,7,1,1554220210123005,6,1,we,8835280803,,528,2.3,0,0,01,2021011257weS:8AM-8PM,2021112571554220210123,ALMACO JACK,5519.540727,20,52,2021011257weS:8AM-8PM,,0,4/26/23
2021,12,7,1,1554220210123005,6,1,we,8835280803,,509,1.84,0,0,01,2021011257weS:8AM-8PM,2021112571554220210123,ALMACO JACK,5519.540727,20,50,2021011257weS:8AM-8PM,,0,4/26/23
2021,12,7,1,1554220210123005,6,1,we,8835280803,,495,1.9,0,0,01,2021011257weS:8AM-8PM,2021112571554220210123,ALMACO JACK,5519.540727,19,49,2021011257weS:8AM-8PM,,0,4/26/23
2021,12,7,1,1554220210123005,6,1,we,8835280803,,468,1.8,0,0,01,2021011257weS:8AM-8PM,2021112571554220210123,ALMACO JACK,5519.540727,18,46,2021011257weS:8AM-8PM,,0,4/26/23
2021,12,7,2,1581320210227005,6,1,we,8835280803,,482,1.86,0,0,02,2021021277weS:8AM-8PM,2021112771581320210227,ALMACO JACK,3922.57954,18,48,2021021277weS:8AM-8PM,,0,4/26/23
2021,12,7,2,1581320210227005,6,1,we,8835280803,,480,1.98,0,0,02,2021021277weS:8AM-8PM,2021112771581320210227,ALMACO JACK,3922.57954,18,48,2021021277weS:8AM-8PM,,0,4/26/23
2021,12,7,2,1581320210227005,6,1,we,8835280803,,480,1.94,0,0,02,2021021277weS:8AM-8PM,2021112771581320210227,ALMACO JACK,3922.57954,18,48,2021021277weS:8AM-8PM,,0,4/26/23
2021,12,7,2,1581320210227005,6,1,we,8835280803,,495,2.38,0,0,02,2021021277weS:8AM-8PM,2021112771581320210227,ALMACO JACK,3922.57954,19,49,2021021277weS:8AM-8PM,,0,4/26/23
2021,12,7,2,1581320210227005,6,1,we,8835280803,,495,1.9,1,1,02,2021021277weS:8AM-8PM,2021112771581320210227,ALMACO JACK,3922.57954,19,49,2021021277weS:8AM-8PM,,0,4/26/23
2021,12,7,2,1583820210206024,6,1,we,8835280803,,528,2.3,1,1,02,2021021267weS:8AM-8PM,2021112671583820210206,ALMACO JACK,4938.049582,20,52,2021021267weS:8AM-8PM,,0,4/26/23
2021,12,7,2,1583820210206024,6,1,we,8835280803,,509,1.84,1,1,02,2021021267weS:8AM-8PM,2021112671583820210206,ALMACO JACK,4938.049582,20,50,2021021267weS:8AM-8PM,,0,4/26/23
2021,12,7,2,1583820210206025,6,1,we,8835280803,,495,2.38,1,1,02,2021021267weS:8AM-8PM,2021112671583820210206,ALMACO JACK,4938.049582,19,49,2021021267weS:8AM-8PM,,0,4/26/23
2021,12,7,2,1583820210206026,6,1,we,8835280803,,480,1.98,1,1,02,2021021267weS:8AM-8PM,2021112671583820210206,ALMACO JACK,4938.049582,18,48,2021021267weS:8AM-8PM,,0,4/26/23
2021,12,7,2,1586820210123022,6,1,we,8835280803,,482,1.86,1,1,01,2021011257weS:8AM-8PM,2021112571586820210123,ALMACO JACK,880.8695647,18,48,2021011257weS:8AM-8PM,,0,4/26/23
2021,12,7,2,1586820210123023,6,1,we,8835280803,,747,6.1,1,1,01,2021011257weS:8AM-8PM,2021112571586820210123,ALMACO JACK,880.8695647,29,74,2021011257weS:8AM-8PM,,0,4/26/23
2021,12,7,2,1586820210123023,6,1,we,8835280803,,695,4.38,1,1,01,2021011257weS:8AM-8PM,2021112571586820210123,ALMACO JACK,880.8695647,27,69,2021011257weS:8AM-8PM,,0,4/26/23
2021,1,5,2,1583420210220007,7,1,we,8835280803,,400,1.1,0,0,02,202102115weS:8AM-8PM,202111151583420210220,ALMACO JACK,10.77675292,15,40,202102115weS:8AM-8PM,,0,4/26/23
2021,12,5,4,1546620210124001,7,1,we,8835280803,,631,3.56,1,1,01,2021011235weS:8AM-8PM,2021112351546620210124,ALMACO JACK,134.7290986,24,63,2021011235weS:8AM-8PM,,0,4/26/23
2021,12,5,4,1572020210103006,7,1,we,8835280803,,437,1.4,1,1,01,2021011285weS:8AM-8PM,2021112851572020210103,ALMACO JACK,18.60465525,17,43,2021011285weS:8AM-8PM,,0,4/26/23
2021,12,5,4,1586520210106019,7,1,wd,8835280803,,300,0.46,1,1,01,2021011285wdS:8AM-8PM,2021112851586520210106,ALMACO JACK,56.19612354,11,30,2021011285wdS:8AM-8PM,,0,4/26/23
2021,12,5,4,1586520210122015,7,1,we,8835280803,,631,3.56,0,0,01,2021011285weS:8AM-8PM,2021112851586520210122,ALMACO JACK,21.0235496,24,63,2021011285weS:8AM-8PM,,0,4/26/23
2021,12,5,4,1586520210207001,7,1,we,8835280803,,288,0.44,1,1,02,2021021285weS:8AM-8PM,2021112851586520210207,ALMACO JACK,25.5806472,11,28,2021021285weS:8AM-8PM,,0,4/26/23
2021,12,5,4,1586520210207012,7,1,we,8835280803,,573,2.76,1,1,02,2021021285weS:8AM-8PM,2021112851586520210207,ALMACO JACK,41.56670503,22,57,2021021285weS:8AM-8PM,,0,4/26/23
2021,12,5,4,1582920210114014,7,1,wd,8835280800,,,,0,0,01,2021011285wdS:8AM-8PM,2021112851582920210114,AMBERJACK GENUS,54.09664332,,,2021011285wdS:8AM-8PM,,0,4/26/23
2021,12,3,1,1554220210102004,6,1,we,8835440702,,228,0.24,1,1,01,2021011263weS:8AM-8PM,2021112631554220210102,ATLANTIC CROAKER,6409.402642,8,22,2021011263weS:8AM-8PM,,0,4/26/23
2021,12,3,5,1554220210108005,6,1,we,8835440702,,301,0.28,0,0,01,2021011253weS:8AM-8PM,2021112531554220210108,ATLANTIC CROAKER,1753.617269,11,30,2021011253weS:8AM-8PM,,0,4/26/23
2021,12,3,5,1586820210103002,6,1,we,8835440702,,228,0.24,1,1,01,2021011263weS:8AM-8PM,2021112631586820210103,ATLANTIC CROAKER,5357.759608,8,22,2021011263weS:8AM-8PM,,0,4/26/23
2021,12,3,5,1586820210103002,6,1,we,8835440702,,228,0.24,1,1,01,2021011263weS:8AM-8PM,2021112631586820210103,ATLANTIC CROAKER,5357.759608,8,22,2021011263weS:8AM-8PM,,0,4/26/23
2021,12,3,5,1586820210204003,6,1,wd,8835440702,,228,0.24,0,0,02,2021021253wdS:8AM-8PM,2021112531586820210204,ATLANTIC CROAKER,2426.110018,8,22,2021021253wdS:8AM-8PM,,0,4/26/23
2021,12,5,1,1586620210103004,6,1,we,8835440702,,299,0.4,1,1,01,2021011265weS:8AM-8PM,2021112651586620210103,ATLANTIC CROAKER,50.3147355,11,29,2021011265weS:8AM-8PM,,0,4/26/23
2021,12,5,1,1586620210103004,6,1,we,8835440702,,299,0.4,1,1,01,2021011265weS:8AM-8PM,2021112651586620210103,ATLANTIC CROAKER,50.3147355,11,29,2021011265weS:8AM-8PM,,0,4/26/23
2021,12,5,1,1586620210103004,6,1,we,8835440702,,287,0.32,1,1,01,2021011265weS:8AM-8PM,2021112651586620210103,ATLANTIC CROAKER,50.3147355,11,28,2021011265weS:8AM-8PM,,0,4/26/23
2021,12,5,1,1586620210103004,6,1,we,8835440702,,287,0.32,1,1,01,2021011265weS:8AM-8PM,2021112651586620210103,ATLANTIC CROAKER,50.3147355,11,28,2021011265weS:8AM-8PM,,0,4/26/23
2021,12,5,1,1586620210103004,6,1,we,8835440702,,278,0.32,1,1,01,2021011265weS:8AM-8PM,2021112651586620210103,ATLANTIC CROAKER,50.3147355,10,27,2021011265weS:8AM-8PM,,0,4/26/23
2021,12,5,1,1586620210103005,6,1,we,8835440702,,278,0.32,1,1,01,2021011265weS:8AM-8PM,2021112651586620210103,ATLANTIC CROAKER,100.629471,10,27,2021011265weS:8AM-8PM,,0,4/26/23
2021,12,5,1,1586620210103005,6,1,we,8835440702,,287,0.32,1,1,01,2021011265weS:8AM-8PM,2021112651586620210103,ATLANTIC CROAKER,100.629471,11,28,2021011265weS:8AM-8PM,,0,4/26/23
2021,12,5,1,1586620210103005,6,1,we,8835440702,,443,1.04,1,1,01,2021011265weS:8AM-8PM,2021112651586620210103,ATLANTIC CROAKER,100.629471,17,44,2021011265weS:8AM-8PM,,0,4/26/23
2021,12,5,1,1586620210103005,6,1,we,8835440702,,299,0.4,1,1,01,2021011265weS:8AM-8PM,2021112651586620210103,ATLANTIC CROAKER,100.629471,11,29,2021011265weS:8AM-8PM,,0,4/26/23
2021,12,5,1,1586620210103005,6,1,we,8835440702,,278,0.32,1,1,01,2021011265weS:8AM-8PM,2021112651586620210103,ATLANTIC CROAKER,100.629471,10,27,2021011265weS:8AM-8PM,,0,4/26/23
2021,12,5,1,1586620210103006,6,1,we,8835440702,,443,1.04,1,1,01,2021011265weS:8AM-8PM,2021112651586620210103,ATLANTIC CROAKER,90.5665239,17,44,2021011265weS:8AM-8PM,,0,4/26/23
2021,12,5,1,1586620210103006,6,1,we,8835440702,,395,0.68,1,1,01,2021011265weS:8AM-8PM,2021112651586620210103,ATLANTIC CROAKER,90.5665239,15,39,2021011265weS:8AM-8PM,,0,4/26/23
2021,12,5,1,1586620210103006,6,1,we,8835440702,,395,0.68,1,1,01,2021011265weS:8AM-8PM,2021112651586620210103,ATLANTIC CROAKER,90.5665239,15,39,2021011265weS:8AM-8PM,,0,4/26/23
2021,12,5,1,1586620210103006,6,1,we,8835440702,,395,0.68,1,1,01,2021011265weS:8AM-8PM,2021112651586620210103,ATLANTIC CROAKER,90.5665239,15,39,2021011265weS:8AM-8PM,,0,4/26/23
2021,12,5,1,1586620210103006,6,1,we,8835440702,,287,0.32,1,1,01,2021011265weS:8AM-8PM,2021112651586620210103,ATLANTIC CROAKER,90.5665239,11,28,2021011265weS:8AM-8PM,,0,4/26/23
2021,12,5,1,1586620210103007,6,1,we,8835440702,,395,0.68,1,1,01,2021011265weS:8AM-8PM,2021112651586620210103,ATLANTIC CROAKER,201.258942,15,39,2021011265weS:8AM-8PM,,0,4/26/23
2021,12,5,1,1586620210103007,6,1,we,8835440702,,443,1.04,1,1,01,2021011265weS:8AM-8PM,2021112651586620210103,ATLANTIC CROAKER,201.258942,17,44,2021011265weS:8AM-8PM,,0,4/26/23
2021,12,5,1,1586620210103007,6,1,we,8835440702,,299,0.4,1,1,01,2021011265weS:8AM-8PM,2021112651586620210103,ATLANTIC CROAKER,201.258942,11,29,2021011265weS:8AM-8PM,,0,4/26/23
2021,12,5,1,1586620210103007,6,1,we,8835440702,,278,0.32,1,1,01,2021011265weS:8AM-8PM,2021112651586620210103,ATLANTIC CROAKER,201.258942,10,27,2021011265weS:8AM-8PM,,0,4/26/23
2021,12,5,1,1586620210103007,6,1,we,8835440702,,443,1.04,1,1,01,2021011265weS:8AM-8PM,2021112651586620210103,ATLANTIC CROAKER,201.258942,17,44,2021011265weS:8AM-8PM,,0,4/26/23
2021,12,7,5,1515620210129001,6,1,we,8835440702,,326,0.36,0,0,01,2021011277weS:8AM-8PM,2021112771515620210129,ATLANTIC CROAKER,2379.750045,12,32,2021011277weS:8AM-8PM,,0,4/26/23
2021,12,7,1,1585820210127019,6,1,wd,8835440702,,220,0.12,0,0,01,2021011267wdS:8AM-8PM,2021112671585820210127,ATLANTIC CROAKER,1477.423704,8,22,2021011267wdS:8AM-8PM,,0,4/26/23
2021,12,7,1,1585820210127019,6,1,wd,8835440702,,212,0.1,0,0,01,2021011267wdS:8AM-8PM,2021112671585820210127,ATLANTIC CROAKER,1477.423704,8,21,2021011267wdS:8AM-8PM,,0,4/26/23
2021,12,7,1,1585820210127019,6,1,wd,8835440702,,205,0.1,0,0,01,2021011267wdS:8AM-8PM,2021112671585820210127,ATLANTIC CROAKER,1477.423704,8,20,2021011267wdS:8AM-8PM,,0,4/26/23
2021,1,3,5,1583620210228002,7,1,we,8835440702,,238,0.27,1,1,02,202102113weS:8AM-8PM,202111131583620210228,ATLANTIC CROAKER,2263.669407,9,23,202102113weS:8AM-8PM,,0,4/26/23
2021,1,3,5,1583620210228002,7,1,we,8835440702,,226,0.1,1,1,02,202102113weS:8AM-8PM,202111131583620210228,ATLANTIC CROAKER,2263.669407,8,22,202102113weS:8AM-8PM,,0,4/26/23
2021,1,3,5,1583620210228003,7,1,we,8835440702,,238,0.27,1,1,02,202102113weS:8AM-8PM,202111131583620210228,ATLANTIC CROAKER,2716.403288,9,23,202102113weS:8AM-8PM,,0,4/26/23
2021,1,3,5,1583620210228003,7,1,we,8835440702,,238,0.27,1,1,02,202102113weS:8AM-8PM,202111131583620210228,ATLANTIC CROAKER,2716.403288,9,23,202102113weS:8AM-8PM,,0,4/26/23
2021,1,3,5,1583620210228003,7,1,we,8835440702,,238,0.27,1,1,02,202102113weS:8AM-8PM,202111131583620210228,ATLANTIC CROAKER,2716.403288,9,23,202102113weS:8AM-8PM,,0,4/26/23
2021,1,3,5,1583620210228003,7,1,we,8835440702,,226,0.1,1,1,02,202102113weS:8AM-8PM,202111131583620210228,ATLANTIC CROAKER,2716.403288,8,22,202102113weS:8AM-8PM,,0,4/26/23
2021,1,3,5,1583620210228003,7,1,we,8835440702,,226,0.1,1,1,02,202102113weS:8AM-8PM,202111131583620210228,ATLANTIC CROAKER,2716.403288,8,22,202102113weS:8AM-8PM,,0,4/26/23
2021,1,3,5,1583620210228004,7,1,we,8835440702,,226,0.1,1,1,02,202102113weS:8AM-8PM,202111131583620210228,ATLANTIC CROAKER,2263.669407,8,22,202102113weS:8AM-8PM,,0,4/26/23
2021,1,3,5,1583620210228004,7,1,we,8835440702,,214,0.1,1,1,02,202102113weS:8AM-8PM,202111131583620210228,ATLANTIC CROAKER,2263.669407,8,21,202102113weS:8AM-8PM,,0,4/26/23
2021,1,3,1,1583620210228009,7,1,we,8835440702,,232,0.1,1,1,02,202102113weS:8AM-8PM,202111131583620210228,ATLANTIC CROAKER,3169.13717,9,23,202102113weS:8AM-8PM,,0,4/26/23
2021,1,3,1,1583620210228009,7,1,we,8835440702,,232,0.1,1,1,02,202102113weS:8AM-8PM,202111131583620210228,ATLANTIC CROAKER,3169.13717,9,23,202102113weS:8AM-8PM,,0,4/26/23
2021,1,3,1,1583620210228009,7,1,we,8835440702,,214,0.1,1,1,02,202102113weS:8AM-8PM,202111131583620210228,ATLANTIC CROAKER,3169.13717,8,21,202102113weS:8AM-8PM,,0,4/26/23
2021,1,3,1,1583620210228009,7,1,we,8835440702,,214,0.1,1,1,02,202102113weS:8AM-8PM,202111131583620210228,ATLANTIC CROAKER,3169.13717,8,21,202102113weS:8AM-8PM,,0,4/26/23
2021,1,3,1,1583620210228009,7,1,we,8835440702,,214,0.1,1,1,02,202102113weS:8AM-8PM,202111131583620210228,ATLANTIC CROAKER,3169.13717,8,21,202102113weS:8AM-8PM,,0,4/26/23
2021,1,3,5,1583620210228010,7,1,we,8835440702,,214,0.1,1,1,02,202102113weS:8AM-8PM,202111131583620210228,ATLANTIC CROAKER,2263.669407,8,21,202102113weS:8AM-8PM,,0,4/26/23
2021,1,5,5,1583420210102013,7,1,we,8835440702,,205,0.1,0,0,01,202101115weS:8AM-8PM,202111151583420210102,ATLANTIC CROAKER,53.88349008,8,20,202101115weS:8AM-8PM,,0,4/26/23
2021,1,7,5,1545320210223003,7,1,wd,8835440702,,300,0.45,1,1,02,202102117wdS:8AM-8PM,202111171545320210223,ATLANTIC CROAKER,1012.609803,11,30,202102117wdS:8AM-8PM,,0,4/26/23
2021,1,7,5,1545320210223003,7,1,wd,8835440702,,300,0.45,0,0,02,202102117wdS:8AM-8PM,202111171545320210223,ATLANTIC CROAKER,1012.609803,11,30,202102117wdS:8AM-8PM,,0,4/26/23
2021,1,7,5,1545320210223003,7,1,wd,8835440702,,260,0.2,1,1,02,202102117wdS:8AM-8PM,202111171545320210223,ATLANTIC CROAKER,1012.609803,10,26,202102117wdS:8AM-8PM,,0,4/26/23
2021,1,7,5,1545320210223003,7,1,wd,8835440702,,260,0.2,0,0,02,202102117wdS:8AM-8PM,202111171545320210223,ATLANTIC CROAKER,1012.609803,10,26,202102117wdS:8AM-8PM,,0,4/26/23
2021,1,7,5,1545320210223003,7,1,wd,8835440702,,258,0.2,1,1,02,202102117wdS:8AM-8PM,202111171545320210223,ATLANTIC CROAKER,1012.609803,10,25,202102117wdS:8AM-8PM,,0,4/26/23
2021,1,7,5,1545320210223003,7,1,wd,8835440702,,258,0.2,0,0,02,202102117wdS:8AM-8PM,202111171545320210223,ATLANTIC CROAKER,1012.609803,10,25,202102117wdS:8AM-8PM,,0,4/26/23
2021,1,7,5,1545320210223003,7,1,wd,8835440702,,224,0.1,1,1,02,202102117wdS:8AM-8PM,202111171545320210223,ATLANTIC CROAKER,1012.609803,8,22,202102117wdS:8AM-8PM,,0,4/26/23
2021,1,7,5,1563720210227001,7,1,we,8835440702,,368,0.6,1,1,02,202102117weS:8AM-8PM,202111171563720210227,ATLANTIC CROAKER,510.5539845,14,36,202102117weS:8AM-8PM,,0,4/26/23
2021,1,7,5,1563720210227001,7,1,we,8835440702,,368,0.6,1,1,02,202102117weS:8AM-8PM,202111171563720210227,ATLANTIC CROAKER,510.5539845,14,36,202102117weS:8AM-8PM,,0,4/26/23
2021,1,7,5,1563720210227001,7,1,we,8835440702,,305,0.3,1,1,02,202102117weS:8AM-8PM,202111171563720210227,ATLANTIC CROAKER,510.5539845,12,30,202102117weS:8AM-8PM,,0,4/26/23
2021,1,7,5,1573420210221001,7,1,we,8835440702,,267,0.25,1,1,02,202102117weS:8AM-8PM,202111171573420210221,ATLANTIC CROAKER,805.2035753,10,26,202102117weS:8AM-8PM,,0,4/26/23
2021,1,7,5,1583320210101002,7,1,we,8835440702,,224,0.1,0,0,01,202101117weS:8AM-8PM,202111171583320210101,ATLANTIC CROAKER,484.5774733,8,22,202101117weS:8AM-8PM,,0,4/26/23
2021,1,7,5,1583420210102021,7,1,we,8835440702,,263,0.25,1,1,01,202101117weS:8AM-8PM,202111171583420210102,ATLANTIC CROAKER,738.7013721,10,26,202101117weS:8AM-8PM,,0,4/26/23
2021,1,7,5,1583420210102021,7,1,we,8835440702,,238,0.2,1,1,01,202101117weS:8AM-8PM,202111171583420210102,ATLANTIC CROAKER,738.7013721,9,23,202101117weS:8AM-8PM,,0,4/26/23
2021,1,7,5,1583420210102021,7,1,we,8835440702,,238,0.2,1,1,01,202101117weS:8AM-8PM,202111171583420210102,ATLANTIC CROAKER,738.7013721,9,23,202101117weS:8AM-8PM,,0,4/26/23
2021,1,7,5,1583420210102029,7,1,we,8835440702,,263,0.25,1,1,01,202101117weS:8AM-8PM,202111171583420210102,ATLANTIC CROAKER,886.7830685,10,26,202101117weS:8AM-8PM,,0,4/26/23
2021,1,7,5,1583420210102029,7,1,we,8835440702,,263,0.25,1,1,01,202101117weS:8AM-8PM,202111171583420210102,ATLANTIC CROAKER,886.7830685,10,26,202101117weS:8AM-8PM,,0,4/26/23
2021,1,7,5,1583420210102029,7,1,we,8835440702,,256,0.2,1,1,01,202101117weS:8AM-8PM,202111171583420210102,ATLANTIC CROAKER,886.7830685,10,25,202101117weS:8AM-8PM,,0,4/26/23
2021,1,7,5,1583420210102029,7,1,we,8835440702,,256,0.2,1,1,01,202101117weS:8AM-8PM,202111171583420210102,ATLANTIC CROAKER,886.7830685,10,25,202101117weS:8AM-8PM,,0,4/26/23
2021,1,7,5,1583420210102029,7,1,we,8835440702,,256,0.2,1,1,01,202101117weS:8AM-8PM,202111171583420210102,ATLANTIC CROAKER,886.7830685,10,25,202101117weS:8AM-8PM,,0,4/26/23
2021,1,7,5,1583420210208001,7,1,wd,8835440702,,368,0.6,0,0,02,202102117wdS:8AM-8PM,202111171583420210208,ATLANTIC CROAKER,281.3936112,14,36,202102117wdS:8AM-8PM,,0,4/26/23
2021,1,7,5,1583420210208001,7,1,wd,8835440702,,305,0.3,0,0,02,202102117wdS:8AM-8PM,202111171583420210208,ATLANTIC CROAKER,281.3936112,12,30,202102117wdS:8AM-8PM,,0,4/26/23
2021,1,7,5,1583420210208001,7,1,wd,8835440702,,267,0.25,0,0,02,202102117wdS:8AM-8PM,202111171583420210208,ATLANTIC CROAKER,281.3936112,10,26,202102117wdS:8AM-8PM,,0,4/26/23
2021,12,3,3,1585920210103006,7,1,we,8835440702,,200,0.1,1,1,01,2021011213weS:8AM-8PM,2021112131585920210103,ATLANTIC CROAKER,903.853019,7,20,2021011213weS:8AM-8PM,,0,4/26/23
2021,12,3,3,1585920210103009,7,1,we,8835440702,,226,0.12,1,1,01,2021011213weS:8AM-8PM,2021112131585920210103,ATLANTIC CROAKER,1446.16483,8,22,2021011213weS:8AM-8PM,,0,4/26/23
2021,12,3,3,1585920210103009,7,1,we,8835440702,,207,0.08,1,1,01,2021011213weS:8AM-8PM,2021112131585920210103,ATLANTIC CROAKER,1446.16483,8,20,2021011213weS:8AM-8PM,,0,4/26/23
2021,12,3,3,1585920210103009,7,1,we,8835440702,,205,0.08,1,1,01,2021011213weS:8AM-8PM,2021112131585920210103,ATLANTIC CROAKER,1446.16483,8,20,2021011213weS:8AM-8PM,,0,4/26/23
2021,12,3,3,1585920210103009,7,1,we,8835440702,,200,0.1,1,1,01,2021011213weS:8AM-8PM,2021112131585920210103,ATLANTIC CROAKER,1446.16483,7,20,2021011213weS:8AM-8PM,,0,4/26/23
2021,12,3,3,1585920210103009,7,1,we,8835440702,,192,0.08,1,1,01,2021011213weS:8AM-8PM,2021112131585920210103,ATLANTIC CROAKER,1446.16483,7,19,2021011213weS:8AM-8PM,,0,4/26/23
2021,12,3,3,1585920210103010,7,1,we,8835440702,,226,0.12,1,1,01,2021011213weS:8AM-8PM,2021112131585920210103,ATLANTIC CROAKER,1446.16483,8,22,2021011213weS:8AM-8PM,,0,4/26/23
2021,12,3,3,1585920210103010,7,1,we,8835440702,,200,0.1,1,1,01,2021011213weS:8AM-8PM,2021112131585920210103,ATLANTIC CROAKER,1446.16483,7,20,2021011213weS:8AM-8PM,,0,4/26/23
